,call_type,received_timestamp,disptach_timestamp,dispatch_time,coordinates
9225,Alarms,0 days 15:25:19.000000000,0 days 15:27:31.000000000,0 days 00:02:12.000000000,37.79093501 -122.4182235
9226,Medical Incident,0 days 15:43:00.000000000,0 days 15:44:21.000000000,0 days 00:01:21.000000000,37.78274397 -122.4148848
9227,Medical Incident,0 days 00:51:51.000000000,0 days 01:07:27.000000000,0 days 00:15:36.000000000,37.78047851 -122.4125123
9228,Outside Fire,0 days 01:50:52.000000000,0 days 01:52:15.000000000,0 days 00:01:23.000000000,37.7330297 -122.4342263
9229,Medical Incident,0 days 17:53:01.000000000,0 days 17:53:20.000000000,0 days 00:00:19.000000000,37.78399149 -122.4080665
9230,Medical Incident,0 days 17:14:30.000000000,0 days 17:15:58.000000000,0 days 00:01:28.000000000,37.77678088 -122.3968079
9231,Medical Incident,0 days 04:07:51.000000000,0 days 04:08:19.000000000,0 days 00:00:28.000000000,37.76141313 -122.4272205
9232,Medical Incident,0 days 02:31:48.000000000,0 days 02:35:08.000000000,0 days 00:03:20.000000000,37.74201996 -122.4778388
9233,Vehicle Fire,0 days 00:21:43.000000000,0 days 00:24:02.000000000,0 days 00:02:19.000000000,37.78213725 -122.3978145
9234,Medical Incident,0 days 21:33:29.000000000,0 days 21:34:25.000000000,0 days 00:00:56.000000000,37.76062672 -122.4393368
9235,Alarms,0 days 05:42:28.000000000,0 days 05:44:17.000000000,0 days 00:01:49.000000000,37.77655012 -122.4330285
9236,Water Rescue,0 days 16:12:05.000000000,0 days 16:14:57.000000000,0 days 00:02:52.000000000,37.79348808 -122.398206
9237,Medical Incident,0 days 14:11:27.000000000,0 days 14:13:08.000000000,0 days 00:01:41.000000000,37.80516257 -122.4329574
9238,Medical Incident,0 days 21:56:56.000000000,0 days 21:59:28.000000000,0 days 00:02:32.000000000,37.77733615 -122.5028066
9239,Medical Incident,0 days 18:34:03.000000000,0 days 18:35:37.000000000,0 days 00:01:34.000000000,37.79443401 -122.3977963
9240,Medical Incident,0 days 16:36:37.000000000,0 days 16:39:20.000000000,0 days 00:02:43.000000000,37.77709218 -122.4105058
9241,Medical Incident,0 days 02:02:25.000000000,0 days 02:07:36.000000000,0 days 00:05:11.000000000,37.78611721 -122.4198542
9242,Medical Incident,0 days 21:22:01.000000000,0 days 21:35:26.000000000,0 days 00:13:25.000000000,37.78528292 -122.4094975
9243,Medical Incident,0 days 13:50:39.000000000,0 days 13:52:55.000000000,0 days 00:02:16.000000000,37.71818958 -122.4278414
9244,Medical Incident,0 days 07:51:20.000000000,0 days 07:52:29.000000000,0 days 00:01:09.000000000,37.78009258 -122.4847323
9245,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.78246842 -122.4485906
9246,Outside Fire,0 days 08:10:39.000000000,0 days 08:13:20.000000000,0 days 00:02:41.000000000,37.73311755 -122.457641
9247,Medical Incident,0 days 07:28:39.000000000,0 days 07:29:51.000000000,0 days 00:01:12.000000000,37.7483897 -122.3951018
9248,Water Rescue,0 days 16:12:05.000000000,0 days 16:14:57.000000000,0 days 00:02:52.000000000,37.77995613 -122.4664266
9249,Medical Incident,0 days 19:31:47.000000000,0 days 19:34:13.000000000,0 days 00:02:26.000000000,37.80516257 -122.4329574
9250,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.78366898 -122.4109266
9251,Medical Incident,0 days 11:18:18.000000000,0 days 11:19:05.000000000,0 days 00:00:47.000000000,37.78605985 -122.4146436
9252,Medical Incident,0 days 18:18:18.000000000,0 days 18:20:24.000000000,0 days 00:02:06.000000000,37.7731448 -122.3914729
9253,Medical Incident,0 days 03:20:25.000000000,0 days 03:23:29.000000000,0 days 00:03:04.000000000,37.75382705 -122.4388109
9254,Medical Incident,0 days 18:33:29.000000000,0 days 18:40:58.000000000,0 days 00:07:29.000000000,37.76974505 -122.4451837
9255,Medical Incident,0 days 18:46:28.000000000,0 days 18:46:57.000000000,0 days 00:00:29.000000000,37.78338624 -122.4098537
9256,Medical Incident,0 days 15:43:00.000000000,0 days 15:43:21.000000000,0 days 00:00:21.000000000,37.78212058 -122.4612042
9257,Medical Incident,0 days 21:56:28.000000000,0 days 21:57:14.000000000,0 days 00:00:46.000000000,37.78047851 -122.4125123
9258,Traffic Collision,0 days 13:57:05.000000000,0 days 14:11:07.000000000,0 days 00:14:02.000000000,37.77848912 -122.4182266
9259,Medical Incident,0 days 18:02:07.000000000,0 days 18:04:08.000000000,0 days 00:02:01.000000000,37.73181989 -122.4054121
9260,Traffic Collision,0 days 02:44:37.000000000,0 days 02:48:40.000000000,0 days 00:04:03.000000000,37.79093501 -122.4182235
9261,Medical Incident,0 days 23:24:00.000000000,0 days 23:25:30.000000000,0 days 00:01:30.000000000,37.76274334 -122.4043843
9262,Medical Incident,0 days 11:21:20.000000000,0 days 11:23:31.000000000,0 days 00:02:11.000000000,37.78366898 -122.4109266
9263,Medical Incident,0 days 03:49:49.000000000,0 days 03:55:40.000000000,0 days 00:05:51.000000000,37.72566405 -122.4353138
9264,Medical Incident,0 days 19:00:04.000000000,0 days 19:02:49.000000000,0 days 00:02:45.000000000,37.78904469 -122.4245911
9265,Medical Incident,0 days 19:29:04.000000000,0 days 19:32:29.000000000,0 days 00:03:25.000000000,37.76410441 -122.421878
9266,Medical Incident,0 days 18:12:37.000000000,0 days 18:13:05.000000000,0 days 00:00:28.000000000,37.77638422 -122.4212604
9267,Medical Incident,0 days 02:42:34.000000000,0 days 02:47:51.000000000,0 days 00:05:17.000000000,37.77269482 -122.4221883
9268,Medical Incident,0 days 06:50:12.000000000,0 days 06:52:07.000000000,0 days 00:01:55.000000000,37.78409104 -122.4117844
9269,Medical Incident,0 days 23:44:13.000000000,0 days 23:48:19.000000000,0 days 00:04:06.000000000,37.71226467 -122.4729324
9270,Medical Incident,0 days 02:45:38.000000000,0 days 02:49:20.000000000,0 days 00:03:42.000000000,37.79655825 -122.396189
9271,Medical Incident,0 days 14:09:05.000000000,0 days 14:10:35.000000000,0 days 00:01:30.000000000,37.76972086 -122.4179492
9272,Alarms,0 days 12:13:31.000000000,0 days 12:15:29.000000000,0 days 00:01:58.000000000,37.78420567 -122.4076127
9273,Medical Incident,0 days 21:56:56.000000000,0 days 21:59:28.000000000,0 days 00:02:32.000000000,37.78086621 -122.4288032
9274,Medical Incident,0 days 09:53:22.000000000,0 days 09:54:36.000000000,0 days 00:01:14.000000000,37.79443401 -122.3977963
9275,Traffic Collision,0 days 13:41:41.000000000,0 days 13:42:04.000000000,0 days 00:00:23.000000000,37.73040266 -122.4203067
9276,Medical Incident,0 days 13:55:39.000000000,0 days 13:57:16.000000000,0 days 00:01:37.000000000,37.76484591 -122.500857
9277,Medical Incident,0 days 22:50:01.000000000,0 days 22:52:59.000000000,0 days 00:02:58.000000000,37.78331041 -122.3883799
9278,Medical Incident,0 days 13:31:02.000000000,0 days 13:53:55.000000000,0 days 00:22:53.000000000,37.77533039 -122.3949996
9279,Medical Incident,0 days 19:29:47.000000000,0 days 19:30:32.000000000,0 days 00:00:45.000000000,37.73422793 -122.4473831
9280,Water Rescue,0 days 17:19:47.000000000,0 days 17:22:57.000000000,0 days 00:03:10.000000000,37.78002149 -122.4321144
9281,Traffic Collision,0 days 13:41:41.000000000,0 days 13:42:04.000000000,0 days 00:00:23.000000000,37.79152537 -122.4834802
9282,Medical Incident,0 days 01:43:23.000000000,0 days 01:43:44.000000000,0 days 00:00:21.000000000,37.76484591 -122.500857
9283,Medical Incident,0 days 02:31:48.000000000,0 days 02:33:30.000000000,0 days 00:01:42.000000000,37.78756802 -122.4065899
9284,Medical Incident,0 days 22:25:45.000000000,0 days 22:29:14.000000000,0 days 00:03:29.000000000,37.78213725 -122.3978145
9285,Medical Incident,0 days 19:10:20.000000000,0 days 19:11:45.000000000,0 days 00:01:25.000000000,37.78491247 -122.4086486
9286,Medical Incident,0 days 10:07:54.000000000,0 days 10:08:55.000000000,0 days 00:01:01.000000000,37.74546769 -122.4845284
9287,Water Rescue,0 days 16:12:05.000000000,0 days 16:14:57.000000000,0 days 00:02:52.000000000,37.78738198 -122.396478
9288,Traffic Collision,0 days 02:52:48.000000000,0 days 02:57:03.000000000,0 days 00:04:15.000000000,37.80516257 -122.4329574
9289,Medical Incident,0 days 11:18:18.000000000,0 days 11:19:05.000000000,0 days 00:00:47.000000000,37.81052072 -122.3651383
9290,Medical Incident,0 days 16:59:47.000000000,0 days 17:02:19.000000000,0 days 00:02:32.000000000,37.7731448 -122.3914729
9291,Medical Incident,0 days 04:06:25.000000000,0 days 04:07:26.000000000,0 days 00:01:01.000000000,37.78399149 -122.4080665
9292,Medical Incident,0 days 14:07:21.000000000,0 days 14:07:46.000000000,0 days 00:00:25.000000000,37.74140046 -122.4379918
9293,Medical Incident,0 days 19:36:08.000000000,0 days 19:36:08.000000000,0 days 00:00:00.000000000,37.79729803 -122.4338467
9294,Alarms,0 days 22:47:55.000000000,0 days 22:51:47.000000000,0 days 00:03:52.000000000,37.73181989 -122.4054121
9295,Medical Incident,0 days 09:24:39.000000000,0 days 09:25:33.000000000,0 days 00:00:54.000000000,37.7588569 -122.4029057
9296,Medical Incident,0 days 01:37:28.000000000,0 days 01:40:29.000000000,0 days 00:03:01.000000000,37.72045775 -122.437031
9297,Medical Incident,0 days 22:21:39.000000000,0 days 22:23:14.000000000,0 days 00:01:35.000000000,37.77931171 -122.3978496
9298,Medical Incident,0 days 06:30:20.000000000,0 days 06:32:48.000000000,0 days 00:02:28.000000000,37.77772634 -122.409606
9299,Medical Incident,0 days 05:50:47.000000000,0 days 05:51:49.000000000,0 days 00:01:02.000000000,37.78511799 -122.4187355
9300,Other,0 days 13:29:35.000000000,0 days 13:29:55.000000000,0 days 00:00:20.000000000,37.70893522 -122.4270135
9301,Medical Incident,0 days 00:16:06.000000000,0 days 00:17:00.000000000,0 days 00:00:54.000000000,37.78943368 -122.406957
9302,Medical Incident,0 days 21:28:47.000000000,0 days 21:30:56.000000000,0 days 00:02:09.000000000,37.78326781 -122.4140793
9303,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.75563411 -122.4154733
9304,Medical Incident,0 days 06:03:20.000000000,0 days 06:04:18.000000000,0 days 00:00:58.000000000,37.78626844 -122.4129972
9305,Medical Incident,0 days 04:03:40.000000000,0 days 04:06:51.000000000,0 days 00:03:11.000000000,37.783052 -122.4200103
9306,Medical Incident,0 days 14:22:38.000000000,0 days 14:23:34.000000000,0 days 00:00:56.000000000,37.76405723 -122.4233835
9307,Medical Incident,0 days 19:57:20.000000000,0 days 20:00:41.000000000,0 days 00:03:21.000000000,37.77210826 -122.4304339
9308,Medical Incident,0 days 19:32:23.000000000,0 days 19:38:38.000000000,0 days 00:06:15.000000000,37.783052 -122.4200103
9309,Medical Incident,0 days 10:13:34.000000000,0 days 10:13:47.000000000,0 days 00:00:13.000000000,37.72246522 -122.4364682
9310,Medical Incident,0 days 13:55:39.000000000,0 days 13:57:16.000000000,0 days 00:01:37.000000000,37.7605828 -122.5010996
9311,Medical Incident,0 days 18:00:17.000000000,0 days 18:05:11.000000000,0 days 00:04:54.000000000,37.78331041 -122.3883799
9312,Medical Incident,0 days 14:19:56.000000000,0 days 14:22:51.000000000,0 days 00:02:55.000000000,37.77433758 -122.5069584
9313,Medical Incident,0 days 13:04:51.000000000,0 days 13:08:00.000000000,0 days 00:03:09.000000000,37.80566745 -122.4127664
9314,Medical Incident,0 days 15:34:31.000000000,0 days 15:34:55.000000000,0 days 00:00:24.000000000,37.76654458 -122.3950605
9315,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.76441225 -122.4792634
9316,Alarms,0 days 19:19:56.000000000,0 days 19:21:43.000000000,0 days 00:01:47.000000000,37.73311755 -122.457641
9317,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.77626951 -122.4172576
9318,Medical Incident,0 days 23:57:48.000000000,0 days 00:00:24.000000000,-1 days +00:02:36.000000000,37.78605985 -122.4146436
9319,Medical Incident,0 days 14:48:52.000000000,0 days 14:55:01.000000000,0 days 00:06:09.000000000,37.76972086 -122.4179492
9320,Outside Fire,0 days 20:39:19.000000000,0 days 20:40:56.000000000,0 days 00:01:37.000000000,37.78491618 -122.41195
9321,Medical Incident,0 days 10:13:34.000000000,0 days 10:14:06.000000000,0 days 00:00:32.000000000,37.77969101 -122.3915888
9322,Medical Incident,0 days 10:07:55.000000000,0 days 10:10:22.000000000,0 days 00:02:27.000000000,37.7605828 -122.5010996
9323,Medical Incident,0 days 15:17:51.000000000,0 days 15:20:07.000000000,0 days 00:02:16.000000000,37.79426942 -122.4138404
9324,Alarms,0 days 01:06:07.000000000,0 days 01:10:55.000000000,0 days 00:04:48.000000000,37.78294352 -122.4199884
9325,Medical Incident,0 days 18:19:09.000000000,0 days 18:24:09.000000000,0 days 00:05:00.000000000,37.75729278 -122.3957719
9326,Medical Incident,0 days 16:50:53.000000000,0 days 16:51:45.000000000,0 days 00:00:52.000000000,37.71945734 -122.3982428
9327,Medical Incident,0 days 17:11:38.000000000,0 days 17:14:58.000000000,0 days 00:03:20.000000000,37.7777436 -122.4181615
9328,Medical Incident,0 days 13:45:48.000000000,0 days 13:46:18.000000000,0 days 00:00:30.000000000,37.77781015 -122.4302702
9329,Structure Fire,0 days 00:19:59.000000000,0 days 00:20:13.000000000,0 days 00:00:14.000000000,37.78003611 -122.4167895
9330,Medical Incident,0 days 01:30:56.000000000,0 days 01:34:04.000000000,0 days 00:03:08.000000000,37.77966604 -122.4137112
9331,Medical Incident,0 days 02:31:48.000000000,0 days 02:33:30.000000000,0 days 00:01:42.000000000,37.76824173 -122.419598
9332,Medical Incident,0 days 18:48:35.000000000,0 days 18:50:51.000000000,0 days 00:02:16.000000000,37.78213725 -122.3978145
9333,Medical Incident,0 days 00:51:51.000000000,0 days 00:52:36.000000000,0 days 00:00:45.000000000,37.77953108 -122.4135425
9334,Medical Incident,0 days 16:50:53.000000000,0 days 16:51:45.000000000,0 days 00:00:52.000000000,37.7330297 -122.4342263
9335,Medical Incident,0 days 19:10:01.000000000,0 days 19:15:24.000000000,0 days 00:05:23.000000000,37.7777436 -122.4181615
9336,Medical Incident,0 days 01:03:04.000000000,0 days 01:05:24.000000000,0 days 00:02:20.000000000,37.79677684 -122.4006813
9337,Medical Incident,0 days 22:21:39.000000000,0 days 22:23:14.000000000,0 days 00:01:35.000000000,37.78600483 -122.3950773
9338,Medical Incident,0 days 10:23:34.000000000,0 days 10:25:15.000000000,0 days 00:01:41.000000000,37.77772634 -122.409606
9339,Medical Incident,0 days 15:34:31.000000000,0 days 15:34:55.000000000,0 days 00:00:24.000000000,37.79267991 -122.4329176
9340,Medical Incident,0 days 13:10:20.000000000,0 days 13:12:07.000000000,0 days 00:01:47.000000000,37.76441225 -122.4792634
9341,Medical Incident,0 days 00:09:05.000000000,0 days 00:12:33.000000000,0 days 00:03:28.000000000,37.76813267 -122.4374544
9342,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.79804495 -122.3963671
9343,Citizen Assist / Service Call,0 days 11:42:55.000000000,0 days 11:46:20.000000000,0 days 00:03:25.000000000,37.78605985 -122.4146436
9344,Medical Incident,0 days 03:20:37.000000000,0 days 03:25:50.000000000,0 days 00:05:13.000000000,37.71228275 -122.4065286
9345,Alarms,0 days 04:29:36.000000000,0 days 04:31:36.000000000,0 days 00:02:00.000000000,37.78611721 -122.4198542
9346,Medical Incident,0 days 19:52:32.000000000,0 days 19:54:00.000000000,0 days 00:01:28.000000000,37.76558715 -122.4242976
9347,Structure Fire,0 days 10:48:04.000000000,0 days 10:48:13.000000000,0 days 00:00:09.000000000,37.74075749 -122.5067435
9348,Medical Incident,0 days 16:28:56.000000000,0 days 16:29:42.000000000,0 days 00:00:46.000000000,37.77825102 -122.4198832
9349,Medical Incident,0 days 13:28:28.000000000,0 days 13:28:46.000000000,0 days 00:00:18.000000000,37.7933591 -122.3987816
9350,Medical Incident,0 days 11:19:47.000000000,0 days 11:20:29.000000000,0 days 00:00:42.000000000,37.78543304 -122.419639
9351,Water Rescue,0 days 16:12:05.000000000,0 days 16:14:57.000000000,0 days 00:02:52.000000000,37.71225109 -122.3945464
9352,Alarms,0 days 09:49:02.000000000,0 days 09:50:17.000000000,0 days 00:01:15.000000000,37.80516257 -122.4329574
9353,Medical Incident,0 days 16:50:45.000000000,0 days 16:55:31.000000000,0 days 00:04:46.000000000,37.78741965 -122.392776
9354,Traffic Collision,0 days 04:48:13.000000000,0 days 04:48:54.000000000,0 days 00:00:41.000000000,37.78611721 -122.4198542
9355,Traffic Collision,0 days 08:46:48.000000000,0 days 08:48:58.000000000,0 days 00:02:10.000000000,37.71165504 -122.4150805
9356,Medical Incident,0 days 17:01:56.000000000,0 days 17:05:12.000000000,0 days 00:03:16.000000000,37.81052072 -122.3651383
9357,Other,0 days 07:21:40.000000000,0 days 07:22:08.000000000,0 days 00:00:28.000000000,37.78332633 -122.4403249
9358,Medical Incident,0 days 19:36:08.000000000,0 days 19:37:17.000000000,0 days 00:01:09.000000000,37.76719155 -122.4312218
9359,Medical Incident,0 days 14:27:29.000000000,0 days 14:31:08.000000000,0 days 00:03:39.000000000,37.73181989 -122.4054121
9360,Medical Incident,0 days 19:31:03.000000000,0 days 19:33:27.000000000,0 days 00:02:24.000000000,37.80210989 -122.4298295
9361,Medical Incident,0 days 17:11:38.000000000,0 days 17:14:58.000000000,0 days 00:03:20.000000000,37.7306061 -122.3882923
9362,Medical Incident,0 days 13:47:09.000000000,0 days 13:52:19.000000000,0 days 00:05:10.000000000,37.77781015 -122.4302702
9363,Medical Incident,0 days 02:44:30.000000000,0 days 02:47:17.000000000,0 days 00:02:47.000000000,37.71340778 -122.4635585
9364,Medical Incident,0 days 13:28:28.000000000,0 days 13:28:46.000000000,0 days 00:00:18.000000000,37.77588509 -122.4303653
9365,Medical Incident,0 days 04:30:14.000000000,0 days 04:32:38.000000000,0 days 00:02:24.000000000,37.78543304 -122.419639
9366,Medical Incident,0 days 15:30:40.000000000,0 days 15:31:26.000000000,0 days 00:00:46.000000000,37.78552674 -122.411301
9367,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.76441225 -122.4792634
9368,Medical Incident,0 days 21:10:31.000000000,0 days 21:12:18.000000000,0 days 00:01:47.000000000,37.78626844 -122.4129972
9369,Medical Incident,0 days 19:47:17.000000000,0 days 19:51:44.000000000,0 days 00:04:27.000000000,37.78351007 -122.4053955
9370,Medical Incident,0 days 18:54:43.000000000,0 days 18:57:30.000000000,0 days 00:02:47.000000000,37.71813379 -122.3854834
9371,Medical Incident,0 days 19:43:58.000000000,0 days 19:47:38.000000000,0 days 00:03:40.000000000,37.76606306 -122.4299261
9372,Traffic Collision,0 days 13:57:05.000000000,0 days 14:05:41.000000000,0 days 00:08:36.000000000,37.77737697 -122.4813828
9373,Medical Incident,0 days 23:03:04.000000000,0 days 23:06:40.000000000,0 days 00:03:36.000000000,37.73181989 -122.4054121
