,call_type,received_timestamp,disptach_timestamp,dispatch_time
8334,Medical Incident,0 days 05:44:05.000000000,0 days 05:46:08.000000000,0 days 00:02:03.000000000
8335,Medical Incident,0 days 07:55:17.000000000,0 days 07:55:29.000000000,0 days 00:00:12.000000000
8336,Medical Incident,0 days 20:01:01.000000000,0 days 20:06:02.000000000,0 days 00:05:01.000000000
8337,Medical Incident,0 days 15:16:48.000000000,0 days 15:17:46.000000000,0 days 00:00:58.000000000
8338,Medical Incident,0 days 09:04:50.000000000,0 days 09:08:24.000000000,0 days 00:03:34.000000000
8339,Medical Incident,0 days 01:47:11.000000000,0 days 01:48:27.000000000,0 days 00:01:16.000000000
8340,Medical Incident,0 days 11:32:18.000000000,0 days 11:35:02.000000000,0 days 00:02:44.000000000
8341,Medical Incident,0 days 12:05:39.000000000,0 days 12:07:24.000000000,0 days 00:01:45.000000000
8342,Medical Incident,0 days 12:52:19.000000000,0 days 12:53:01.000000000,0 days 00:00:42.000000000
8343,Medical Incident,0 days 13:05:06.000000000,0 days 13:07:36.000000000,0 days 00:02:30.000000000
8344,Medical Incident,0 days 13:32:16.000000000,0 days 14:08:29.000000000,0 days 00:36:13.000000000
8345,Medical Incident,0 days 05:12:37.000000000,0 days 05:14:02.000000000,0 days 00:01:25.000000000
8346,Alarms,0 days 05:05:51.000000000,0 days 05:07:43.000000000,0 days 00:01:52.000000000
8347,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000
8348,Structure Fire,0 days 20:38:44.000000000,0 days 20:39:12.000000000,0 days 00:00:28.000000000
8349,Medical Incident,0 days 18:48:25.000000000,0 days 18:50:49.000000000,0 days 00:02:24.000000000
8350,Traffic Collision,0 days 11:06:00.000000000,0 days 11:06:00.000000000,0 days 00:00:00.000000000
8351,Medical Incident,0 days 12:01:33.000000000,0 days 12:02:42.000000000,0 days 00:01:09.000000000
8352,Medical Incident,0 days 23:55:40.000000000,0 days 23:56:54.000000000,0 days 00:01:14.000000000
8353,Medical Incident,0 days 15:45:04.000000000,0 days 15:47:12.000000000,0 days 00:02:08.000000000
8354,Medical Incident,0 days 23:38:34.000000000,0 days 23:39:33.000000000,0 days 00:00:59.000000000
8355,Medical Incident,0 days 23:09:16.000000000,0 days 23:13:22.000000000,0 days 00:04:06.000000000
8356,Medical Incident,0 days 15:36:28.000000000,0 days 15:39:23.000000000,0 days 00:02:55.000000000
8357,Medical Incident,0 days 00:04:11.000000000,0 days 00:07:59.000000000,0 days 00:03:48.000000000
8358,Medical Incident,0 days 05:12:37.000000000,0 days 05:42:26.000000000,0 days 00:29:49.000000000
8359,Medical Incident,0 days 13:41:13.000000000,0 days 13:44:08.000000000,0 days 00:02:55.000000000
8360,Medical Incident,0 days 12:04:17.000000000,0 days 12:06:17.000000000,0 days 00:02:00.000000000
8361,Alarms,0 days 10:45:04.000000000,0 days 10:47:19.000000000,0 days 00:02:15.000000000
8362,Structure Fire,0 days 09:14:37.000000000,0 days 09:15:08.000000000,0 days 00:00:31.000000000
8363,Medical Incident,0 days 21:49:33.000000000,0 days 21:50:28.000000000,0 days 00:00:55.000000000
8364,Medical Incident,0 days 21:13:45.000000000,0 days 21:16:34.000000000,0 days 00:02:49.000000000
8365,Medical Incident,0 days 02:49:07.000000000,0 days 02:52:47.000000000,0 days 00:03:40.000000000
8366,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000
8367,Medical Incident,0 days 18:12:00.000000000,0 days 18:12:54.000000000,0 days 00:00:54.000000000
8368,Alarms,0 days 20:08:51.000000000,0 days 20:12:06.000000000,0 days 00:03:15.000000000
8369,Medical Incident,0 days 16:54:18.000000000,0 days 16:58:47.000000000,0 days 00:04:29.000000000
8370,Medical Incident,0 days 06:08:17.000000000,0 days 06:10:45.000000000,0 days 00:02:28.000000000
8371,Medical Incident,0 days 01:45:39.000000000,0 days 01:46:38.000000000,0 days 00:00:59.000000000
8372,Medical Incident,0 days 20:24:23.000000000,0 days 20:24:49.000000000,0 days 00:00:26.000000000
8373,Medical Incident,0 days 19:58:03.000000000,0 days 19:59:03.000000000,0 days 00:01:00.000000000
8374,Medical Incident,0 days 11:48:37.000000000,0 days 11:50:14.000000000,0 days 00:01:37.000000000
8375,Medical Incident,0 days 11:48:37.000000000,0 days 11:50:14.000000000,0 days 00:01:37.000000000
8376,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000
8377,Alarms,0 days 18:04:59.000000000,0 days 18:06:29.000000000,0 days 00:01:30.000000000
8378,Medical Incident,0 days 11:34:55.000000000,0 days 11:37:26.000000000,0 days 00:02:31.000000000
8379,Medical Incident,0 days 00:26:08.000000000,0 days 00:27:47.000000000,0 days 00:01:39.000000000
8380,Medical Incident,0 days 11:51:43.000000000,0 days 12:00:21.000000000,0 days 00:08:38.000000000
8381,Medical Incident,0 days 12:52:19.000000000,0 days 12:53:01.000000000,0 days 00:00:42.000000000
8382,Outside Fire,0 days 20:01:20.000000000,0 days 20:04:59.000000000,0 days 00:03:39.000000000
8383,Medical Incident,0 days 22:54:53.000000000,0 days 22:56:08.000000000,0 days 00:01:15.000000000
8384,Medical Incident,0 days 22:35:12.000000000,0 days 22:38:01.000000000,0 days 00:02:49.000000000
8385,Medical Incident,0 days 17:27:00.000000000,0 days 17:31:59.000000000,0 days 00:04:59.000000000
8386,Medical Incident,0 days 01:41:42.000000000,0 days 01:43:03.000000000,0 days 00:01:21.000000000
8387,Medical Incident,0 days 12:04:22.000000000,0 days 12:08:18.000000000,0 days 00:03:56.000000000
8388,Other,0 days 11:14:19.000000000,0 days 11:14:30.000000000,0 days 00:00:11.000000000
8389,Medical Incident,0 days 22:03:15.000000000,0 days 22:04:07.000000000,0 days 00:00:52.000000000
8390,Medical Incident,0 days 10:26:18.000000000,0 days 10:30:18.000000000,0 days 00:04:00.000000000
8391,Medical Incident,0 days 13:55:41.000000000,0 days 14:00:18.000000000,0 days 00:04:37.000000000
8392,Medical Incident,0 days 05:15:54.000000000,0 days 05:17:33.000000000,0 days 00:01:39.000000000
8393,Citizen Assist / Service Call,0 days 21:39:13.000000000,0 days 21:42:20.000000000,0 days 00:03:07.000000000
8394,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000
8395,Medical Incident,0 days 21:51:19.000000000,0 days 21:52:39.000000000,0 days 00:01:20.000000000
8396,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000
8397,Medical Incident,0 days 11:15:26.000000000,0 days 11:17:15.000000000,0 days 00:01:49.000000000
8398,Medical Incident,0 days 01:17:23.000000000,0 days 01:18:24.000000000,0 days 00:01:01.000000000
8399,Medical Incident,0 days 16:17:09.000000000,0 days 16:18:50.000000000,0 days 00:01:41.000000000
8400,Medical Incident,0 days 01:57:00.000000000,0 days 02:02:33.000000000,0 days 00:05:33.000000000
8401,Medical Incident,0 days 09:05:56.000000000,0 days 09:08:44.000000000,0 days 00:02:48.000000000
8402,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000
8403,Medical Incident,0 days 13:50:17.000000000,0 days 13:52:33.000000000,0 days 00:02:16.000000000
8404,Medical Incident,0 days 09:52:20.000000000,0 days 09:53:31.000000000,0 days 00:01:11.000000000
8405,Structure Fire,0 days 21:44:38.000000000,0 days 21:45:28.000000000,0 days 00:00:50.000000000
8406,Alarms,0 days 21:24:31.000000000,0 days 21:26:20.000000000,0 days 00:01:49.000000000
8407,Structure Fire,0 days 04:07:00.000000000,0 days 04:07:08.000000000,0 days 00:00:08.000000000
8408,Medical Incident,0 days 14:47:48.000000000,0 days 14:49:33.000000000,0 days 00:01:45.000000000
8409,Medical Incident,0 days 17:50:50.000000000,0 days 17:52:09.000000000,0 days 00:01:19.000000000
8410,Medical Incident,0 days 18:57:18.000000000,0 days 19:40:48.000000000,0 days 00:43:30.000000000
8411,Outside Fire,0 days 06:51:16.000000000,0 days 06:54:40.000000000,0 days 00:03:24.000000000
8412,Alarms,0 days 13:11:24.000000000,0 days 13:13:09.000000000,0 days 00:01:45.000000000
8413,Medical Incident,0 days 09:14:05.000000000,0 days 09:15:29.000000000,0 days 00:01:24.000000000
8414,Medical Incident,0 days 16:07:54.000000000,0 days 16:08:34.000000000,0 days 00:00:40.000000000
8415,Structure Fire,0 days 16:19:46.000000000,0 days 16:20:55.000000000,0 days 00:01:09.000000000
8416,Outside Fire,0 days 21:40:37.000000000,0 days 21:41:38.000000000,0 days 00:01:01.000000000
8417,Outside Fire,0 days 19:31:35.000000000,0 days 19:32:04.000000000,0 days 00:00:29.000000000
8418,Alarms,0 days 08:06:37.000000000,0 days 08:07:35.000000000,0 days 00:00:58.000000000
8419,Structure Fire,0 days 10:06:59.000000000,0 days 10:10:31.000000000,0 days 00:03:32.000000000
8420,Medical Incident,0 days 11:38:07.000000000,0 days 11:41:32.000000000,0 days 00:03:25.000000000
8421,Elevator / Escalator Rescue,0 days 11:07:58.000000000,0 days 11:09:39.000000000,0 days 00:01:41.000000000
8422,Medical Incident,0 days 00:39:02.000000000,0 days 00:40:18.000000000,0 days 00:01:16.000000000
8423,Medical Incident,0 days 14:58:24.000000000,0 days 15:00:10.000000000,0 days 00:01:46.000000000
8424,Medical Incident,0 days 19:26:47.000000000,0 days 19:28:08.000000000,0 days 00:01:21.000000000
8425,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000
8426,Medical Incident,0 days 03:53:23.000000000,0 days 03:54:52.000000000,0 days 00:01:29.000000000
8427,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000
8428,Medical Incident,0 days 19:11:54.000000000,0 days 19:13:41.000000000,0 days 00:01:47.000000000
8429,Medical Incident,0 days 02:09:35.000000000,0 days 02:12:27.000000000,0 days 00:02:52.000000000
8430,Medical Incident,0 days 22:33:06.000000000,0 days 22:38:28.000000000,0 days 00:05:22.000000000
8431,Medical Incident,0 days 20:07:27.000000000,0 days 20:09:23.000000000,0 days 00:01:56.000000000
8432,Medical Incident,0 days 01:25:22.000000000,0 days 01:27:41.000000000,0 days 00:02:19.000000000
8433,Medical Incident,0 days 07:07:27.000000000,0 days 07:07:45.000000000,0 days 00:00:18.000000000
8434,Alarms,0 days 12:22:33.000000000,0 days 12:24:01.000000000,0 days 00:01:28.000000000
8435,Medical Incident,0 days 18:44:03.000000000,0 days 18:45:44.000000000,0 days 00:01:41.000000000
8436,Medical Incident,0 days 09:05:54.000000000,0 days 09:07:44.000000000,0 days 00:01:50.000000000
8437,Medical Incident,0 days 19:28:12.000000000,0 days 19:29:36.000000000,0 days 00:01:24.000000000
8438,Medical Incident,0 days 16:37:41.000000000,0 days 16:40:02.000000000,0 days 00:02:21.000000000
8439,Medical Incident,0 days 16:17:09.000000000,0 days 16:18:07.000000000,0 days 00:00:58.000000000
8440,Medical Incident,0 days 14:22:14.000000000,0 days 14:24:25.000000000,0 days 00:02:11.000000000
8441,Medical Incident,0 days 01:52:14.000000000,0 days 01:56:47.000000000,0 days 00:04:33.000000000
8442,Alarms,0 days 05:03:00.000000000,0 days 05:05:16.000000000,0 days 00:02:16.000000000
8443,Medical Incident,0 days 09:50:43.000000000,0 days 09:52:49.000000000,0 days 00:02:06.000000000
8444,Medical Incident,0 days 18:36:09.000000000,0 days 18:39:17.000000000,0 days 00:03:08.000000000
8445,Medical Incident,0 days 22:19:20.000000000,0 days 22:23:29.000000000,0 days 00:04:09.000000000
8446,Medical Incident,0 days 13:55:41.000000000,0 days 13:57:12.000000000,0 days 00:01:31.000000000
8447,Medical Incident,0 days 09:50:43.000000000,0 days 09:52:49.000000000,0 days 00:02:06.000000000
8448,Structure Fire,0 days 15:46:23.000000000,0 days 15:46:54.000000000,0 days 00:00:31.000000000
8449,Medical Incident,0 days 14:01:46.000000000,0 days 14:05:34.000000000,0 days 00:03:48.000000000
8450,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000
8451,Medical Incident,0 days 11:33:39.000000000,0 days 11:34:28.000000000,0 days 00:00:49.000000000
8452,Alarms,0 days 21:57:57.000000000,0 days 22:01:03.000000000,0 days 00:03:06.000000000
8453,Medical Incident,0 days 06:41:11.000000000,0 days 06:45:01.000000000,0 days 00:03:50.000000000
8454,Medical Incident,0 days 16:40:07.000000000,0 days 16:47:08.000000000,0 days 00:07:01.000000000
8455,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000
8456,Medical Incident,0 days 19:10:22.000000000,0 days 19:11:58.000000000,0 days 00:01:36.000000000
8457,Medical Incident,0 days 09:16:37.000000000,0 days 09:21:05.000000000,0 days 00:04:28.000000000
8458,Medical Incident,0 days 09:15:26.000000000,0 days 09:17:22.000000000,0 days 00:01:56.000000000
8459,Alarms,0 days 22:11:16.000000000,0 days 22:13:38.000000000,0 days 00:02:22.000000000
8460,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000
8461,Structure Fire,0 days 10:06:59.000000000,0 days 10:09:41.000000000,0 days 00:02:42.000000000
8462,Medical Incident,0 days 08:48:48.000000000,0 days 08:50:50.000000000,0 days 00:02:02.000000000
8463,Medical Incident,0 days 10:08:07.000000000,0 days 10:09:43.000000000,0 days 00:01:36.000000000
8464,Medical Incident,0 days 04:35:22.000000000,0 days 04:37:41.000000000,0 days 00:02:19.000000000
8465,Medical Incident,0 days 01:54:29.000000000,0 days 01:57:39.000000000,0 days 00:03:10.000000000
8466,Medical Incident,0 days 20:07:27.000000000,0 days 20:09:23.000000000,0 days 00:01:56.000000000
8467,Alarms,0 days 23:23:51.000000000,0 days 23:26:12.000000000,0 days 00:02:21.000000000
8468,Medical Incident,0 days 11:44:37.000000000,0 days 11:46:52.000000000,0 days 00:02:15.000000000
8469,Medical Incident,0 days 12:11:31.000000000,0 days 12:16:32.000000000,0 days 00:05:01.000000000
8470,Medical Incident,0 days 16:04:28.000000000,0 days 16:07:14.000000000,0 days 00:02:46.000000000
8471,Medical Incident,0 days 21:23:02.000000000,0 days 21:24:50.000000000,0 days 00:01:48.000000000
8472,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000
8473,Medical Incident,0 days 08:51:49.000000000,0 days 08:52:19.000000000,0 days 00:00:30.000000000
8474,Alarms,0 days 16:29:55.000000000,0 days 16:32:03.000000000,0 days 00:02:08.000000000
8475,Medical Incident,0 days 19:17:10.000000000,0 days 19:18:53.000000000,0 days 00:01:43.000000000
8476,Alarms,0 days 00:32:06.000000000,0 days 00:34:33.000000000,0 days 00:02:27.000000000
8477,Medical Incident,0 days 18:57:14.000000000,0 days 18:58:15.000000000,0 days 00:01:01.000000000
8478,Outside Fire,0 days 03:06:49.000000000,0 days 03:08:49.000000000,0 days 00:02:00.000000000
8479,Medical Incident,0 days 16:33:42.000000000,0 days 16:33:57.000000000,0 days 00:00:15.000000000
8480,Medical Incident,0 days 14:24:05.000000000,0 days 14:25:34.000000000,0 days 00:01:29.000000000
8481,Medical Incident,0 days 16:29:11.000000000,0 days 17:04:44.000000000,0 days 00:35:33.000000000
8482,Medical Incident,0 days 01:02:26.000000000,0 days 01:04:46.000000000,0 days 00:02:20.000000000
8483,Outside Fire,0 days 06:51:16.000000000,0 days 06:54:40.000000000,0 days 00:03:24.000000000
8484,Traffic Collision,0 days 13:05:56.000000000,0 days 13:06:37.000000000,0 days 00:00:41.000000000
8485,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000
8486,Medical Incident,0 days 10:42:12.000000000,0 days 10:43:01.000000000,0 days 00:00:49.000000000
8487,Medical Incident,0 days 11:38:07.000000000,0 days 11:41:32.000000000,0 days 00:03:25.000000000
8488,Medical Incident,0 days 14:30:58.000000000,0 days 14:32:00.000000000,0 days 00:01:02.000000000
8489,Alarms,0 days 17:58:43.000000000,0 days 18:00:17.000000000,0 days 00:01:34.000000000
8490,Elevator / Escalator Rescue,0 days 18:00:19.000000000,0 days 18:01:36.000000000,0 days 00:01:17.000000000
8491,Structure Fire,0 days 10:38:09.000000000,0 days 10:38:20.000000000,0 days 00:00:11.000000000
8492,Alarms,0 days 21:57:57.000000000,0 days 22:01:03.000000000,0 days 00:03:06.000000000
8493,Medical Incident,0 days 00:16:47.000000000,0 days 00:28:02.000000000,0 days 00:11:15.000000000
8494,Medical Incident,0 days 13:08:10.000000000,0 days 13:11:47.000000000,0 days 00:03:37.000000000
8495,Medical Incident,0 days 20:11:30.000000000,0 days 20:13:22.000000000,0 days 00:01:52.000000000
8496,Medical Incident,0 days 22:21:03.000000000,0 days 22:24:26.000000000,0 days 00:03:23.000000000
8497,Medical Incident,0 days 19:49:50.000000000,0 days 19:50:18.000000000,0 days 00:00:28.000000000
8498,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000
8499,Train / Rail Incident,0 days 04:39:51.000000000,0 days 05:02:17.000000000,0 days 00:22:26.000000000
8500,Medical Incident,0 days 02:20:50.000000000,0 days 02:21:58.000000000,0 days 00:01:08.000000000
8501,Elevator / Escalator Rescue,0 days 16:02:04.000000000,0 days 16:03:41.000000000,0 days 00:01:37.000000000
8502,Structure Fire,0 days 10:56:36.000000000,0 days 10:57:21.000000000,0 days 00:00:45.000000000
8503,Medical Incident,0 days 13:47:36.000000000,0 days 13:54:27.000000000,0 days 00:06:51.000000000
8504,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000
8505,Medical Incident,0 days 19:22:40.000000000,0 days 19:29:19.000000000,0 days 00:06:39.000000000
8506,Medical Incident,0 days 10:59:17.000000000,0 days 11:03:43.000000000,0 days 00:04:26.000000000
8507,Elevator / Escalator Rescue,0 days 21:27:21.000000000,0 days 21:29:04.000000000,0 days 00:01:43.000000000
8508,Other,0 days 01:17:54.000000000,0 days 01:21:01.000000000,0 days 00:03:07.000000000
8509,Medical Incident,0 days 04:54:51.000000000,0 days 04:58:38.000000000,0 days 00:03:47.000000000
8510,Medical Incident,0 days 15:38:56.000000000,0 days 15:41:32.000000000,0 days 00:02:36.000000000
8511,Medical Incident,0 days 20:04:49.000000000,0 days 20:05:26.000000000,0 days 00:00:37.000000000
8512,Medical Incident,0 days 18:52:21.000000000,0 days 18:54:42.000000000,0 days 00:02:21.000000000
8513,Medical Incident,0 days 10:36:16.000000000,0 days 10:37:09.000000000,0 days 00:00:53.000000000
8514,Gas Leak (Natural and LP Gases),0 days 12:39:19.000000000,0 days 12:42:39.000000000,0 days 00:03:20.000000000
8515,Medical Incident,0 days 09:53:45.000000000,0 days 09:55:45.000000000,0 days 00:02:00.000000000
8516,Medical Incident,0 days 19:49:50.000000000,0 days 19:50:18.000000000,0 days 00:00:28.000000000
8517,Medical Incident,0 days 20:12:17.000000000,0 days 20:17:00.000000000,0 days 00:04:43.000000000
8518,Medical Incident,0 days 11:15:26.000000000,0 days 11:17:15.000000000,0 days 00:01:49.000000000
8519,Medical Incident,0 days 05:53:24.000000000,0 days 05:54:38.000000000,0 days 00:01:14.000000000
8520,Structure Fire,0 days 10:06:59.000000000,0 days 10:10:31.000000000,0 days 00:03:32.000000000
8521,Structure Fire,0 days 22:25:56.000000000,0 days 22:26:26.000000000,0 days 00:00:30.000000000
