call_type,latitude,longitude,zipcode_of_incident,,row_id
Outside Fire,37.7900296,-122.3925839,94105,,180133326-E35
Medical Incident,37.7333276,-122.4307162,94112,,180133915-87
Medical Incident,37.79984295,-122.4360462,94123,,180132370-T05
Medical Incident,37.7579696,-122.4167271,94110,,180130129-RC3
Other,37.75250607,-122.414086,94110,,180131390-T07
Medical Incident,37.76450858,-122.4771125,94122,,180133575-87
Medical Incident,37.7696026,-122.4263094,94114,,180133070-RC1
Medical Incident,37.78382412,-122.4210084,94109,,180130308-E03
Medical Incident,37.72683564,-122.4235387,94112,,180133179-AM114
Medical Incident,37.73812754,-122.4240635,94110,,180131076-50
Medical Incident,37.78409104,-122.4117844,94102,,180132528-E01
Medical Incident,37.73672968,-122.4248504,94110,,180131666-KM02
Traffic Collision,37.76174715,-122.4759241,94122,,180130925-83
Medical Incident,37.71535285,-122.4428537,94112,,180131836-93
Medical Incident,37.75219765,-122.3974777,94107,,180133600-E37
Water Rescue,37.79152537,-122.4834802,94129,,180132726-RC2
Medical Incident,37.75563411,-122.4154733,94110,,180133637-E07
Medical Incident,37.73490503,-122.3863042,94124,,180130265-E17
Structure Fire,37.71219584,-122.4208389,94134,,180131688-RS2
Alarms,37.78086621,-122.4288032,94115,,180131555-B04
Elevator / Escalator Rescue,37.78990913,-122.4069759,94108,,180133216-T13
Medical Incident,37.79006977,-122.4001732,94105,,180133137-E01
Medical Incident,37.79774954,-122.4153841,94133,,180133242-E02
Medical Incident,37.78399149,-122.4080665,94103,,180132638-E02
Traffic Collision,37.71165504,-122.4150805,94134,,180130519-E44
Structure Fire,37.78626844,-122.4129972,94102,,180132858-B02
Water Rescue,37.80516257,-122.4329574,94123,,180132432-RS1
Medical Incident,37.7563633,-122.4167121,94110,,180130611-E07
Medical Incident,37.72198241,-122.4313601,94112,,180131121-64
Medical Incident,37.78356994,-122.4084211,94103,,180132888-E01
Medical Incident,37.80665773,-122.42056,94109,,180132194-71
Structure Fire,37.71219584,-122.4208389,94134,,180131688-E15
Medical Incident,37.77667245,-122.3945574,94107,,180130598-71
Medical Incident,37.78708179,-122.4258678,94109,,180133053-KM02
Medical Incident,37.78600483,-122.3950773,94105,,180130170-66
Medical Incident,37.78563178,-122.4137826,94102,,180133933-E03
Traffic Collision,37.81052072,-122.3651383,94130,,180130876-RS1
Medical Incident,37.731664,-122.3831674,94124,,180133353-78
Medical Incident,37.78986676,-122.4224025,94109,,180130506-65
Medical Incident,37.76413816,-122.4025724,94107,,180133147-E29
Structure Fire,37.71219584,-122.4208389,94134,,180131688-93
Medical Incident,37.72381994,-122.4284197,94112,,180130198-RC4
Medical Incident,37.76746938,-122.4199724,94103,,180131622-E07
Traffic Collision,37.71165504,-122.4150805,94134,,180130519-RS2
Medical Incident,37.78708179,-122.4258678,94109,,180130999-KM02
Traffic Collision,37.71165504,-122.4150805,94134,,180130519-RC4
Medical Incident,37.78611721,-122.4198542,94109,,180132604-E03
Water Rescue,37.80516257,-122.4329574,94123,,180132432-E51
Medical Incident,37.78114586,-122.409026,94103,,180133490-E01
Water Rescue,37.80516257,-122.4329574,94123,,180132432-E16
Structure Fire,37.78626844,-122.4129972,94102,,180132858-E03
Medical Incident,37.78988335,-122.4180124,94109,,180130205-AM118
Medical Incident,37.76571899,-122.4095207,94103,,180130175-79
Medical Incident,37.78326781,-122.4140793,94102,,180130049-E03
Structure Fire,37.78605985,-122.4146436,94102,,180130513-D2
Medical Incident,37.73812754,-122.4240635,94110,,180131076-E32
Medical Incident,37.73662946,-122.3914237,94124,,180132423-E17
Medical Incident,37.77737697,-122.4813828,94121,,180133323-E14
Medical Incident,37.73737221,-122.4699399,94127,,180133989-E39
Medical Incident,37.7612773,-122.4294691,94114,,180131255-E06
Structure Fire,37.73311755,-122.457641,94127,,180130930-T19
Medical Incident,37.76950659,-122.4512989,94117,,180133568-55
Medical Incident,37.78356994,-122.4084211,94103,,180132888-RC1
Medical Incident,37.78480739,-122.4136154,94102,,180133398-E03
Medical Incident,37.80764239,-122.4199036,94109,,180133850-E28
Medical Incident,37.77995613,-122.4664266,94118,,180130712-RC2
Other,37.73509219,-122.4489599,94127,,180132818-T15
Medical Incident,37.78594273,-122.4189026,94109,,180131008-53
Traffic Collision,37.73402652,-122.4328375,94131,,180131370-93
Medical Incident,37.78191397,-122.4130322,94102,,180131533-57
Medical Incident,37.79010806,-122.4205221,94109,,180131232-55
Medical Incident,37.78047851,-122.4125123,94103,,180132333-RS1
Medical Incident,37.76450858,-122.4771125,94122,,180133575-E22
Medical Incident,37.78326781,-122.4140793,94102,,180130049-T03
Medical Incident,37.73040266,-122.4203067,94112,,180131083-62
Medical Incident,37.76009706,-122.4627478,94122,,180131462-63
Medical Incident,37.77638422,-122.4212604,94102,,180133262-E06
Medical Incident,37.77487017,-122.3944171,94158,,180131196-AM104
Medical Incident,37.78781816,-122.4083826,94102,,180133561-79
Alarms,37.78832457,-122.3939113,94105,,180133184-B03
Medical Incident,37.75562145,-122.3957626,94107,,180130164-71
Medical Incident,37.78009258,-122.4847323,94121,,180131921-E14
Medical Incident,37.79183463,-122.4108175,94108,,180131331-E41
Medical Incident,37.75142522,-122.4329883,94114,,180132950-E11
Medical Incident,37.76995696,-122.4477673,94117,,180131613-79
Alarms,37.79348808,-122.398206,94111,,180130577-B01
Medical Incident,37.77762424,-122.3999811,94107,,180132806-T08
Medical Incident,37.79682913,-122.4379695,94123,,180130777-T05
Alarms,37.78274397,-122.4148848,94102,,180132286-E01
Medical Incident,37.78326781,-122.4140793,94102,,180130049-67
Medical Incident,37.78511799,-122.4187355,94109,,180130620-E03
Citizen Assist / Service Call,37.78667901,-122.413995,94109,,180130751-T03
Medical Incident,37.76512492,-122.4308848,94114,,180130373-KM03
Medical Incident,37.75562145,-122.3957626,94107,,180130164-E37
Medical Incident,37.79299995,-122.4237055,94109,,180131918-E38
Alarms,37.76632253,-122.4247239,94103,,180130750-B02
Medical Incident,37.74869633,-122.4158397,94110,,180133373-E11
Medical Incident,37.78294352,-122.4199884,94102,,180130744-91
Medical Incident,37.76271073,-122.4182794,94110,,180132451-66
Medical Incident,37.76719155,-122.4312218,94114,,180130406-84
Medical Incident,37.77956825,-122.4749508,94118,,180131128-E31
Medical Incident,37.73408651,-122.4340661,94131,,180134009-AM116
Medical Incident,37.76141313,-122.4272205,94114,,180132700-E05
Medical Incident,37.79489494,-122.4299893,94109,,180132228-E41
Medical Incident,37.7333276,-122.4307162,94112,,180133915-E11
Medical Incident,37.76418195,-122.4205757,94110,,180132516-E07
Medical Incident,37.76151391,-122.425556,94110,,180132041-E06
Medical Incident,37.73422793,-122.4473831,94127,,180131840-62
Medical Incident,37.78611721,-122.4198542,94109,,180131210-KM11
Medical Incident,37.76338901,-122.4797979,94122,,180134089-AM116
Medical Incident,37.7579696,-122.4167271,94110,,180130129-T07
Medical Incident,37.76441225,-122.4792634,94122,,180132303-E14
Medical Incident,37.80447272,-122.4155626,94133,,180131542-KM01
Structure Fire,37.78605985,-122.4146436,94102,,180130513-RS1
Medical Incident,37.76413816,-122.4025724,94107,,180133147-64
Medical Incident,37.78904469,-122.4245911,94109,,180130453-AM120
Medical Incident,37.73795578,-122.4219128,94110,,180130529-95
Medical Incident,37.78682753,-122.4199279,94109,,180131853-85
Medical Incident,37.77779901,-122.4002978,94107,,180131525-65
Medical Incident,37.77912987,-122.4166059,94102,,180132346-59
Medical Incident,37.76637407,-122.452947,94117,,180130909-71
Traffic Collision,37.76464569,-122.4263817,94103,,180131358-E05
Alarms,37.76632253,-122.4247239,94103,,180130554-B02
Medical Incident,37.7612773,-122.4294691,94114,,180131255-RC3
Medical Incident,37.80087469,-122.4269791,94123,,180130421-77
Medical Incident,37.80764239,-122.4199036,94109,,180133850-86
Medical Incident,37.72848944,-122.4299954,94112,,180130525-RC3
Medical Incident,37.7937094,-122.4212488,94109,,180133311-E41
Medical Incident,37.78708179,-122.4258678,94109,,180133053-E38
Medical Incident,37.71622823,-122.4326004,94112,,180131893-83
Medical Incident,37.77745742,-122.4131577,94103,,180130619-85
Medical Incident,37.78382412,-122.4210084,94109,,180130308-52
Medical Incident,37.77667245,-122.3945574,94107,,180132707-86
Medical Incident,37.77166874,-122.448958,94117,,180130437-AM122
Alarms,37.75729278,-122.3957719,94107,,180130181-B03
Structure Fire,37.78626844,-122.4129972,94102,,180132858-D2
Structure Fire,37.78605985,-122.4146436,94102,,180130513-B01
Medical Incident,37.78065583,-122.4723123,94118,,180131860-E31
Other,37.76678389,-122.4322285,94114,,180130243-T06
Medical Incident,37.78718056,-122.4242143,94109,,180130352-83
Medical Incident,37.72848944,-122.4299954,94112,,180130525-E32
Medical Incident,37.71226467,-122.4729324,94132,,180130652-53
Citizen Assist / Service Call,37.74810004,-122.4270151,94131,,180131218-T11
Medical Incident,37.77859268,-122.4963826,94121,,180131680-KM09
Structure Fire,37.71219584,-122.4208389,94134,,180131688-B10
Medical Incident,37.72381994,-122.4284197,94112,,180130198-RC2
Medical Incident,37.78718056,-122.4242143,94109,,180130352-E03
Medical Incident,37.78331041,-122.3883799,94107,,180131726-E35
Other,37.75562145,-122.3957626,94107,,180130588-E37
Medical Incident,37.76009706,-122.4627478,94122,,180131462-E22
Medical Incident,37.78491247,-122.4086486,94102,,180131606-52
Alarms,37.76558715,-122.4242976,94103,,180130495-E05
Medical Incident,37.7314335,-122.4522805,94112,,180133494-74
Alarms,37.77689454,-122.4919581,94121,,180130546-T14
Structure Fire,37.76613439,-122.4219351,94103,,180130642-E05
Medical Incident,37.75382705,-122.4388109,94114,,180132961-78
Medical Incident,37.75142522,-122.4329883,94114,,180132950-53
Medical Incident,37.79233319,-122.4218845,94109,,180131125-71
Traffic Collision,37.78377752,-122.4176186,94109,,180130692-E03
Medical Incident,37.75011834,-122.390433,94124,,180133012-E29
Medical Incident,37.78898903,-122.3922417,94105,,180130487-79
Medical Incident,37.78213725,-122.3978145,94107,,180130335-KM07
Medical Incident,37.7579696,-122.4167271,94110,,180130129-71
Structure Fire,37.76613439,-122.4219351,94103,,180130642-B06
Structure Fire,37.78626844,-122.4129972,94102,,180132858-79
Medical Incident,37.78034755,-122.406488,94103,,180130911-E01
Medical Incident,37.78508364,-122.4476201,94118,,180133022-E10
Medical Incident,37.78611721,-122.4198542,94109,,180132604-T03
Medical Incident,37.78255696,-122.4163494,94102,,180131618-E03
Medical Incident,37.72922785,-122.4308093,94112,,180132995-KM09
Medical Incident,37.78065583,-122.4723123,94118,,180131860-70
Medical Incident,37.76950659,-122.4512989,94117,,180133568-E12
Structure Fire,37.77825102,-122.4198832,94102,,180131253-T03
Medical Incident,37.77745742,-122.4131577,94103,,180130886-E01
Other,37.76719155,-122.4312218,94114,,180130697-93
Medical Incident,37.78318605,-122.4071491,94103,,180132750-63
Medical Incident,37.72998042,-122.3888551,94124,,180133941-58
Medical Incident,37.76367372,-122.4102349,94110,,180133284-64
Gas Leak (Natural and LP Gases),37.79350665,-122.433922,94115,,180132350-E10
Medical Incident,37.74971035,-122.4203614,94110,,180133880-94
Medical Incident,37.78318605,-122.4071491,94103,,180132750-E08
Medical Incident,37.72190827,-122.4023962,94134,,180132993-E42
Medical Incident,37.78499964,-122.4210923,94109,,180133771-E03
Medical Incident,37.78552674,-122.411301,94102,,180130146-RC1
Medical Incident,37.72381994,-122.4284197,94112,,180130198-84
Medical Incident,37.80780312,-122.4190861,94109,,180133747-56
Water Rescue,37.80516257,-122.4329574,94123,,180132432-RWC1
Traffic Collision,37.81052072,-122.3651383,94130,,180130876-RA48
Water Rescue,37.79152537,-122.4834802,94129,,180132726-B07
Traffic Collision,37.71165504,-122.4150805,94134,,180130519-B09
Structure Fire,37.76505134,-122.419669,94103,,180130055-E07
Other,37.72127745,-122.4020565,94134,,180131954-53
Outside Fire,37.79787505,-122.4297474,94123,,180133709-E38
Medical Incident,37.77126742,-122.4370456,94117,,180132779-EMS6
Medical Incident,37.78326781,-122.4140793,94102,,180130049-KM03
Outside Fire,37.7649769,-122.4209013,94103,,180131376-E07
Medical Incident,37.77667245,-122.3945574,94107,,180132707-E08
Medical Incident,37.79682913,-122.4379695,94123,,180130777-79
Medical Incident,37.78552674,-122.411301,94102,,180130146-KM07
Medical Incident,37.7379554,-122.3895874,94124,,180132991-E25
Medical Incident,37.74719549,-122.4877321,94116,,180130154-RC2
Medical Incident,37.79006977,-122.4001732,94105,,180130596-79
Structure Fire,37.76613439,-122.4219351,94103,,180130642-E06
Medical Incident,37.71901187,-122.4804507,94132,,180131765-54
Medical Incident,37.74404073,-122.4102942,94110,,180131926-50
Structure Fire,37.73311755,-122.457641,94127,,180130930-T15
Medical Incident,37.76418195,-122.4205757,94110,,180132516-61
Medical Incident,37.78906361,-122.4018031,94104,,180133020-52
Medical Incident,37.78382412,-122.4210084,94109,,180132267-E03
Medical Incident,37.77454787,-122.4267284,94102,,180130597-E36
Medical Incident,37.76824173,-122.419598,94103,,180130228-70
Alarms,37.76632253,-122.4247239,94103,,180130750-E05
Medical Incident,37.78491618,-122.41195,94102,,180132141-T03
Medical Incident,37.78003611,-122.4167895,94102,,180131902-87
Medical Incident,37.7330584,-122.451161,94127,,180133888-E15
Smoke Investigation (Outside),37.74149945,-122.4365496,94131,,180133732-E26
Medical Incident,37.77454787,-122.4267284,94102,,180130597-57
Medical Incident,37.78429938,-122.4101413,94102,,180132871-71
Other,37.78538567,-122.4082489,94102,,180130310-T01
Structure Fire,37.76613439,-122.4219351,94103,,180130642-93
Medical Incident,37.78234047,-122.4037719,94103,,180130607-95
Medical Incident,37.77668841,-122.4263795,94102,,180130788-88
Structure Fire,37.78605985,-122.4146436,94102,,180130513-E01
Medical Incident,37.76719155,-122.4312218,94114,,180130406-E05
Medical Incident,37.76930364,-122.4426108,94117,,180133028-E21
Medical Incident,37.76063768,-122.4258437,94110,,180132009-81
Medical Incident,37.74546769,-122.4845284,94116,,180133182-E40
Medical Incident,37.73459101,-122.386906,94124,,180130617-E17
Medical Incident,37.78351564,-122.4158825,94102,,180130730-E03
Medical Incident,37.8059806,-122.4111411,94133,,180133038-59
Traffic Collision,37.73402652,-122.4328375,94131,,180131370-E32
Water Rescue,37.79152537,-122.4834802,94129,,180132726-SR34
Medical Incident,37.77680494,-122.4124363,94103,,180130470-KM07
Medical Incident,37.7683148,-122.4276823,94114,,180133424-53
Structure Fire,37.76505134,-122.419669,94103,,180130055-AR1
Medical Incident,37.78092669,-122.4108704,94103,,180130259-E01
Other,37.78904469,-122.4245911,94109,,180130477-E03
Medical Incident,37.75562145,-122.3957626,94107,,180130164-RC3
Medical Incident,37.78338624,-122.4098537,94102,,180133827-59
Traffic Collision,37.77128553,-122.4132043,94103,,180134026-56
Medical Incident,37.79006977,-122.4001732,94105,,180133137-EMS6
Structure Fire,37.72692568,-122.4309652,94112,,180131511-E43
Medical Incident,37.7275268,-122.3896501,94124,,180130536-E17
Structure Fire,37.73311755,-122.457641,94127,,180130930-E19
Outside Fire,37.73960608,-122.407642,94124,,180130346-E42
Medical Incident,37.78491247,-122.4086486,94102,,180131606-E01
Medical Incident,37.72354052,-122.4247663,94112,,180133842-67
Medical Incident,37.78491618,-122.41195,94102,,180132141-AM102
Medical Incident,37.78003611,-122.4167895,94102,,180132150-73
Traffic Collision,37.77967359,-122.4235413,94102,,180132308-E36
Medical Incident,37.7807637,-122.4911638,94121,,180133848-71
Water Rescue,37.80516257,-122.4329574,94123,,180132432-RC1
Medical Incident,37.76410441,-122.421878,94110,,180133149-E07
Outside Fire,37.79801696,-122.4054731,94133,,180132293-E02
Medical Incident,37.73662946,-122.3914237,94124,,180132423-62
Medical Incident,37.80040645,-122.4399178,94123,,180131414-E16
Medical Incident,37.7890669,-122.3923394,94105,,180133807-68
Alarms,37.78409104,-122.4117844,94102,,180132014-T01
Structure Fire,37.76979785,-122.4485788,94117,,180130320-E12
Medical Incident,37.76274366,-122.4217477,94110,,180133563-72
Medical Incident,37.78552674,-122.411301,94102,,180130146-E03
Medical Incident,37.79426942,-122.4138404,94108,,180131141-T13
Medical Incident,37.74831451,-122.4835818,94116,,180130246-83
Medical Incident,37.76403274,-122.5094022,94122,,180133222-E23
Alarms,37.7588569,-122.4029057,94107,,180133897-T09
Medical Incident,37.71622823,-122.4326004,94112,,180131893-E43
Alarms,37.77689454,-122.4919581,94121,,180130546-E14
Medical Incident,37.72993469,-122.3977444,94124,,180132321-52
Medical Incident,37.75011834,-122.390433,94124,,180133012-55
Water Rescue,37.79152537,-122.4834802,94129,,180132726-CR14
Medical Incident,37.783052,-122.4200103,94109,,180130586-AM104
Medical Incident,37.78269112,-122.4095367,94103,,180133175-84
Medical Incident,37.78551056,-122.4415634,94115,,180133193-AM112
Medical Incident,37.78531207,-122.4263666,94109,,180131284-KM15
Medical Incident,37.80040645,-122.4399178,94123,,180131414-71
