call_type,zipcode_of_incident,dispatch_time
Traffic Collision,94122,1:37
Medical Incident,94107,2:58
Medical Incident,94158,22:53
Medical Incident,94127,0:45
Medical Incident,94115,3:10
Water Rescue,94129,0:23
Traffic Collision,94122,0:21
Medical Incident,94108,1:42
Medical Incident,94107,3:29
Medical Incident,94102,1:25
Medical Incident,94116,1:01
Medical Incident,94105,2:52
Water Rescue,94123,4:15
Traffic Collision,94130,0:47
Medical Incident,94158,2:32
Medical Incident,94103,1:01
Medical Incident,94131,0:25
Medical Incident,94123,0:00
Medical Incident,94134,3:52
Alarms,94107,0:54
Medical Incident,94112,3:01
Medical Incident,94107,1:35
Medical Incident,94103,2:28
Medical Incident,94109,1:02
Medical Incident,94134,0:20
Other,94108,0:54
Medical Incident,94102,2:09
Medical Incident,94110,0:42
Structure Fire,94102,0:58
Medical Incident,94109,3:11
Medical Incident,94110,0:56
Medical Incident,94117,3:21
Medical Incident,94109,6:15
Medical Incident,94112,0:13
Medical Incident,94122,1:37
Medical Incident,94107,4:54
Medical Incident,94121,2:55
Medical Incident,94133,3:09
Medical Incident,94158,0:24
Medical Incident,94122,2:06
Structure Fire,94127,1:47
Alarms,94103,1:04
Structure Fire,94102,0:02:36
Medical Incident,94103,6:09
Medical Incident,94102,1:37
Outside Fire,94107,0:32
Medical Incident,94122,2:27
Medical Incident,94108,2:16
Medical Incident,94102,4:48
Alarms,94107,5:00
Medical Incident,94124,0:52
Medical Incident,94102,3:20
Medical Incident,94117,0:30
Medical Incident,94102,0:14
Structure Fire,94102,3:08
Medical Incident,94103,1:42
Medical Incident,94107,2:16
Medical Incident,94103,0:45
Medical Incident,94131,0:52
Medical Incident,94102,5:23
Medical Incident,94111,2:20
Medical Incident,94105,1:35
Medical Incident,94103,1:41
Medical Incident,94115,0:24
Medical Incident,94122,1:47
Medical Incident,94117,3:28
Medical Incident,94111,1:04
Structure Fire,94102,3:25
Citizen Assist / Service Call,94134,5:13
Medical Incident,94109,2:00
Alarms,94103,1:28
Medical Incident,94116,0:09
Structure Fire,94102,0:46
Medical Incident,94111,0:18
Medical Incident,94109,0:42
Medical Incident,94134,2:52
Water Rescue,94123,1:15
Alarms,94105,4:46
Medical Incident,94109,0:41
Traffic Collision,94134,2:10
Traffic Collision,94130,3:16
Medical Incident,94115,0:28
Other,94114,1:09
Medical Incident,94134,3:39
Medical Incident,94123,2:24
Medical Incident,94124,3:20
Medical Incident,94117,5:10
Medical Incident,94132,2:47
Medical Incident,94117,0:18
Medical Incident,94109,2:24
Medical Incident,94102,0:46
Medical Incident,94122,0:42
Structure Fire,94102,1:47
Medical Incident,94103,4:27
Medical Incident,94124,2:47
Medical Incident,94114,3:40
Medical Incident,94121,8:36
Traffic Collision,94134,3:36
Medical Incident,94117,0:55
Medical Incident,94110,4:55
Medical Incident,94124,2:30
Medical Incident,94110,0:31
Medical Incident,94134,2:21
Medical Incident,94109,1:36
Medical Incident,94102,0:10
Vehicle Fire,94123,2:16
Medical Incident,94102,0:24
Medical Incident,94102,1:03:09
Medical Incident,94110,0:46
Medical Incident,94111,1:50
Medical Incident,94117,2:10
Traffic Collision,94130,0:18
Medical Incident,94117,3:04
Medical Incident,94117,2:28
Medical Incident,94109,9:37
Medical Incident,94112,0:30
Structure Fire,94109,0:50
Medical Incident,94107,0:14
Structure Fire,94102,4:24
Outside Fire,94105,32:28:00
Medical Incident,94133,2:44
Medical Incident,94102,0:33
Medical Incident,94103,1:23
Medical Incident,94102,1:47
Traffic Collision,94103,2:16
Structure Fire,94134,1:14
Medical Incident,94134,1:49
Medical Incident,94103,1:46
Medical Incident,94127,4:13
Medical Incident,94105,2:10
Traffic Collision,94130,0:23
Medical Incident,94115,1:29
Medical Incident,94112,0:50
Medical Incident,94105,2:04
Medical Incident,94107,0:29
Citizen Assist / Service Call,94110,3:10
Water Rescue,94129,1:10
Medical Incident,94121,1:24
Medical Incident,94116,3:47
Medical Incident,94108,3:15
Medical Incident,94112,2:19
Medical Incident,94103,1:07
Medical Incident,94114,0:50
Medical Incident,94110,0:33
Medical Incident,94109,3:03
Structure Fire,94102,2:59
Medical Incident,94114,3:05
Medical Incident,94121,3:28
Medical Incident,94133,1:41
Medical Incident,94117,1:55
Medical Incident,94102,1:31
Medical Incident,94110,3:41
Medical Incident,94112,2:06
Medical Incident,94102,2:16
Structure Fire,94134,0:54
Medical Incident,94112,2:43
Medical Incident,94124,3:00
Traffic Collision,94102,3:38
Medical Incident,94132,2:06
Structure Fire,94127,2:04
Medical Incident,94107,0:55
Medical Incident,94110,1:08
Medical Incident,94109,6:17
Smoke Investigation (Outside),94103,2:16
Medical Incident,94107,2:14
Medical Incident,94105,1:04
Medical Incident,94131,6:09
Medical Incident,94112,2:10
Medical Incident,94109,4:15
Traffic Collision,94130,2:16
Structure Fire,94134,2:12
Alarms,94102,4:25
Medical Incident,94109,2:02
Medical Incident,94103,1:47
Alarms,94103,4:18
Medical Incident,94117,1:51
Medical Incident,94102,3:59
Medical Incident,94102,1:36
Medical Incident,94115,1:09
Medical Incident,94109,4:06
Medical Incident,94103,1:36
Medical Incident,94115,0:42
Structure Fire,94102,1:14
Medical Incident,94109,0:33
Medical Incident,94105,2:06
Structure Fire,94127,1:54
Medical Incident,94110,1:33
Medical Incident,94103,0:30
Structure Fire,94109,4:54
Medical Incident,94118,2:37
Structure Fire,94103,3:47
Medical Incident,94108,1:26
Medical Incident,94109,2:04
Medical Incident,94124,6:34
Medical Incident,94118,1:15
Alarms,94105,1:15
Alarms,94105,2:52
Water Rescue,94123,2:35
Medical Incident,94103,1:50
Medical Incident,94124,4:25
Medical Incident,94109,2:11
Alarms,94102,2:16
Medical Incident,94124,0:12
Structure Fire,94102,0:13
Medical Incident,94122,5:10
Medical Incident,94132,4:06
Medical Incident,94103,1:24
Medical Incident,94116,4:26
Medical Incident,94109,0:12
Medical Incident,94116,1:05
Medical Incident,94109,2:13
Medical Incident,94102,0:53
Medical Incident,94110,2:17
Medical Incident,94103,3:35
Medical Incident,94103,1:38
Medical Incident,94124,3:16
Medical Incident,94115,0:51
Medical Incident,94114,0:56
Medical Incident,94117,4:36
Medical Incident,94124,0:49
Medical Incident,94102,2:19
Medical Incident,94112,2:37
Structure Fire,94103,4:04
Medical Incident,94102,4:48
Alarms,94107,2:35
Medical Incident,94112,3:42
Medical Incident,94103,0:00
Medical Incident,94117,1:47
Medical Incident,94103,6:37
Medical Incident,94110,1:36
Medical Incident,94102,2:48
Medical Incident,94103,2:24
Alarms,94105,4:08
Alarms,94108,5:52
Citizen Assist / Service Call,94102,3:54
Medical Incident,94102,1:30
Medical Incident,94107,1:10
Medical Incident,94121,0:15
Medical Incident,94103,2:53
Medical Incident,94102,2:47
Medical Incident,94114,5:23
Medical Incident,94111,2:47
Medical Incident,94131,0:56
Medical Incident,94117,6:15
Medical Incident,94112,2:46
Medical Incident,94107,2:54
Medical Incident,94134,1:28
Medical Incident,94116,2:30
Medical Incident,94110,2:37
Structure Fire,94103,2:15
Medical Incident,94132,2:16
Medical Incident,94117,1:24
Medical Incident,94103,1:49
Medical Incident,94124,2:34
Alarms,94103,6:22
Medical Incident,94102,1:58
Alarms,94115,1:05
Medical Incident,94102,36:23:00
Water Rescue,94129,3:39
Medical Incident,94123,1:07
Medical Incident,94114,20:38
Medical Incident,94107,0:34
Medical Incident,94110,3:12
Medical Incident,94123,2:20
Medical Incident,94105,1:10
Alarms,94108,0:54
Medical Incident,94102,2:10
Traffic Collision,94130,3:26
Medical Incident,94116,1:41
Gas Leak (Natural and LP Gases),94114,31:32:00
Medical Incident,94117,2:06
Medical Incident,94105,0:45
Medical Incident,94103,1:10
Alarms,94108,0:38
Medical Incident,94115,1:06
Traffic Collision,94105,1:30
Medical Incident,94102,0:00
Citizen Assist / Service Call,94108,1:06
Medical Incident,94127,6:05
Medical Incident,94103,1:58
Smoke Investigation (Outside),94124,1:34
Medical Incident,94103,0:51
Medical Incident,94133,1:27
Medical Incident,94123,1:41
Medical Incident,94115,4:02
Outside Fire,94114,0:24
Medical Incident,94123,1:35
Medical Incident,94107,2:19
Vehicle Fire,94114,5:00
Medical Incident,94124,2:58
Medical Incident,94158,4:15
Medical Incident,94108,2:55
Medical Incident,94114,2:28
Medical Incident,94109,0:41
Traffic Collision,94134,3:08
Medical Incident,94103,2:19
Medical Incident,94103,0:59
Medical Incident,94109,2:11
Alarms,94102,1:11
Medical Incident,94107,2:37
Structure Fire,94103,2:55
Medical Incident,94108,1:29
Medical Incident,94112,0:55
Medical Incident,94110,2:38
Medical Incident,94102,2:16
Structure Fire,94134,0:30
Medical Incident,94124,3:10
Medical Incident,94110,2:43
Medical Incident,94124,1:09
Medical Incident,94118,0:11
Structure Fire,94112,2:34
Alarms,94103,0:06:31
Medical Incident,94103,0:09
Outside Fire,94105,3:15
Medical Incident,94112,0:24
Medical Incident,94123,0:50
Medical Incident,94110,0:00
Other,94110,1:17
Medical Incident,94122,1:07
Medical Incident,94114,2:34
Medical Incident,94109,2:48
Medical Incident,94112,4:12
Medical Incident,94110,4:04
Medical Incident,94102,0:18
Medical Incident,94110,7:04
Traffic Collision,94122,2:53
Medical Incident,94112,0:50
Medical Incident,94107,3:10
Water Rescue,94129,2:09
Medical Incident,94110,1:50
Medical Incident,94124,2:16
Structure Fire,94134,1:58
Alarms,94115,2:08
Elevator / Escalator Rescue,94108,2:14
Medical Incident,94105,0:51
Medical Incident,94133,2:32
Medical Incident,94103,0:41
Traffic Collision,94134,0:42
Structure Fire,94102,2:52
Water Rescue,94123,0:55
Medical Incident,94110,1:29
Medical Incident,94112,1:48
Medical Incident,94103,1:59
Medical Incident,94109,2:16
Structure Fire,94134,2:50
Medical Incident,94107,1:43
Medical Incident,94109,2:20
Medical Incident,94105,2:41
Medical Incident,94102,2:10
Traffic Collision,94130,4:45
Medical Incident,94124,2:36
Medical Incident,94109,1:20
Medical Incident,94107,2:16
Structure Fire,94134,6:29
Medical Incident,94112,1:13
Medical Incident,94103,0:41
Traffic Collision,94134,0:55
Medical Incident,94109,0:41
Traffic Collision,94134,5:47
Medical Incident,94109,2:52
Water Rescue,94123,1:24
Medical Incident,94103,2:52
Water Rescue,94123,0:42
Structure Fire,94102,2:56
Medical Incident,94109,3:47
Medical Incident,94103,0:54
Medical Incident,94102,1:04
Structure Fire,94102,4:12
Medical Incident,94110,0:50
Medical Incident,94124,3:40
Medical Incident,94121,1:06
Medical Incident,94127,0:56
Medical Incident,94114,2:06
Structure Fire,94127,0:23
Medical Incident,94117,1:48
Medical Incident,94103,4:40
Medical Incident,94102,1:59
Medical Incident,94109,1:12
Medical Incident,94118,4:55
Other,94127,1:09
Medical Incident,94109,0:48
Traffic Collision,94131,1:10
Medical Incident,94102,2:29
Medical Incident,94109,0:21
Medical Incident,94103,1:17
Medical Incident,94122,0:54
Medical Incident,94102,1:14
Medical Incident,94112,1:17
Medical Incident,94122,3:25
Medical Incident,94102,1:49
Medical Incident,94158,2:29
Medical Incident,94102,2:24
Alarms,94105,2:46
Medical Incident,94107,2:16
Medical Incident,94121,1:12
Medical Incident,94108,1:51
Medical Incident,94114,0:22
Medical Incident,94117,1:49
Alarms,94111,1:30
Medical Incident,94107,1:23
Medical Incident,94123,2:12
Alarms,94102,0:54
Medical Incident,94102,2:28
Medical Incident,94109,4:13
Citizen Assist / Service Call,94109,8:37
Medical Incident,94114,2:04
Medical Incident,94107,1:08
Medical Incident,94109,2:04
Alarms,94103,2:09
Medical Incident,94110,1:56
Medical Incident,94102,3:10
Medical Incident,94110,4:13
Medical Incident,94114,3:07
Medical Incident,94118,2:47
Medical Incident,94131,1:28
Medical Incident,94114,4:26
Medical Incident,94109,3:15
Medical Incident,94112,2:04
Medical Incident,94110,3:06
Medical Incident,94110,1:46
Medical Incident,94127,1:30
Medical Incident,94109,1:06
Medical Incident,94122,0:50
Medical Incident,94110,0:46
Medical Incident,94122,32:28:00
Medical Incident,94133,1:04
Structure Fire,94102,1:20
Medical Incident,94107,1:05
Medical Incident,94109,1:27
Medical Incident,94110,0:00
Medical Incident,94109,1:11
Medical Incident,94107,0:09
Medical Incident,94102,0:13
Medical Incident,94117,1:47
Traffic Collision,94103,2:34
Alarms,94103,0:56
Medical Incident,94114,3:12
Medical Incident,94123,1:59
Medical Incident,94109,1:33
Medical Incident,94112,1:22
Medical Incident,94109,1:43
Medical Incident,94109,1:15
Medical Incident,94112,2:02
Medical Incident,94103,2:34
Medical Incident,94109,5:31
Medical Incident,94107,3:38
Medical Incident,94117,4:48
Alarms,94107,0:42
Structure Fire,94102,1:04
Structure Fire,94102,4:54
Medical Incident,94118,0:00
Other,94114,6:55
Medical Incident,94109,1:33
Medical Incident,94112,10:47
Medical Incident,94132,5:05
Citizen Assist / Service Call,94131,2:31
Medical Incident,94121,2:16
Structure Fire,94134,5:17
Medical Incident,94112,6:55
Medical Incident,94109,1:54
Medical Incident,94107,0:17
Other,94107,1:17
Medical Incident,94122,3:33
Medical Incident,94102,2:00
Alarms,94103,1:29
Medical Incident,94112,0:44
Alarms,94121,2:37
Structure Fire,94103,2:06
Medical Incident,94114,1:51
Medical Incident,94114,1:26
Medical Incident,94109,0:19
Traffic Collision,94109,6:00
Medical Incident,94124,0:50
Medical Incident,94105,1:42
Medical Incident,94107,1:29
Medical Incident,94110,2:37
Structure Fire,94103,0:42
Structure Fire,94102,6:05
Medical Incident,94103,9:44
Medical Incident,94118,4:46
Medical Incident,94109,1:45
Medical Incident,94102,2:09
Medical Incident,94112,4:54
Medical Incident,94118,0:23
Medical Incident,94117,0:09
Structure Fire,94102,1:49
Medical Incident,94103,2:50
Other,94114,2:20
Medical Incident,94103,1:39
Medical Incident,94124,6:37
Medical Incident,94110,1:29
Gas Leak (Natural and LP Gases),94115,0:26
Medical Incident,94110,2:20
Medical Incident,94103,3:08
Medical Incident,94134,2:10
Medical Incident,94109,1:16
Medical Incident,94102,2:19
Medical Incident,94112,2:21
Medical Incident,94109,2:52
Water Rescue,94123,2:10
Traffic Collision,94130,3:10
Water Rescue,94129,0:41
Traffic Collision,94134,2:14
Structure Fire,94103,0:23
Other,94134,5:14
Outside Fire,94123,26:46:00
Medical Incident,94117,31:54:00
Medical Incident,94102,1:01
Outside Fire,94103,5:31
Medical Incident,94107,1:23
Medical Incident,94123,1:16
Medical Incident,94102,4:36
Medical Incident,94124,6:16
Medical Incident,94116,2:20
Medical Incident,94105,2:37
Structure Fire,94103,3:38
Medical Incident,94132,4:06
Medical Incident,94110,2:06
Structure Fire,94127,0:55
Medical Incident,94110,7:10
Medical Incident,94104,1:14
Medical Incident,94109,2:09
Medical Incident,94102,3:08
Medical Incident,94103,2:04
Alarms,94103,6:04
Medical Incident,94102,0:30
Medical Incident,94102,0:30
Medical Incident,94127,3:01
Smoke Investigation (Outside),94131,2:09
Medical Incident,94102,1:55
Medical Incident,94102,0:33
Other,94102,2:37
Structure Fire,94103,1:33
Medical Incident,94103,1:23
Medical Incident,94102,1:04
Structure Fire,94102,15:30
Medical Incident,94114,2:26
Medical Incident,94117,1:31
Medical Incident,94110,1:25
Medical Incident,94116,2:04
Medical Incident,94124,2:56
Medical Incident,94102,2:58
Medical Incident,94133,0:48
Traffic Collision,94131,38:03:00
Water Rescue,94129,2:17
Medical Incident,94103,2:55
Medical Incident,94114,8:10
Structure Fire,94103,2:48
Medical Incident,94103,0:06
Other,94109,2:04
Medical Incident,94107,2:46
Medical Incident,94102,1:06
Traffic Collision,94103,1:04:03
Medical Incident,94105,0:11
Structure Fire,94112,0:30
Medical Incident,94124,2:06
Structure Fire,94127,1:41
Outside Fire,94124,3:33
Medical Incident,94102,2:35
Medical Incident,94112,2:53
Medical Incident,94102,3:54
Medical Incident,94102,3:00
Traffic Collision,94102,4:20
Medical Incident,94121,2:52
Water Rescue,94123,2:45
Medical Incident,94110,0:55
Outside Fire,94133,0:50
Medical Incident,94124,3:26
Medical Incident,94123,2:55
Medical Incident,94105,2:11
Alarms,94102,0:07
Structure Fire,94117,0:40
Medical Incident,94110,1:16
Medical Incident,94102,30:11:00
Medical Incident,94108,1:24
Medical Incident,94116,2:58
Medical Incident,94122,3:52
Alarms,94107,1:15
Medical Incident,94112,0:44
Alarms,94121,1:46
Medical Incident,94124,2:43
Medical Incident,94124,3:10
Water Rescue,94129,0:58
Medical Incident,94109,0:49
Medical Incident,94103,1:51
Medical Incident,94115,2:03
Medical Incident,94109,2:20
Medical Incident,94123,1:14
Medical Incident,94134,2:32
Medical Incident,94103,2:19
Outside Fire,94114,0:44
Alarms,94121,4:08
Medical Incident,94124,1:59
Medical Incident,94109,1:41
Medical Incident,94121,0:32
Medical Incident,94114,2:46
Medical Incident,94107,2:03
Medical Incident,94109,1:47
Alarms,94103,1:04
Medical Incident,94131,3:41
Medical Incident,94112,4:06
Medical Incident,94129,0:21
Medical Incident,94109,0:42
Medical Incident,94134,2:06
Structure Fire,94127,4:45
Medical Incident,94124,1:48
Medical Incident,94103,2:00
Alarms,94103,0:07
Structure Fire,94117,2:16
Structure Fire,94134,4:18
Medical Incident,94117,2:20
Medical Incident,94123,2:10
Traffic Collision,94130,0:50
Medical Incident,94110,2:53
Medical Incident,94103,2:39
Medical Incident,94102,2:08
Medical Incident,94134,0:19
Traffic Collision,94109,0:30
Medical Incident,94127,3:40
Medical Incident,94118,4:40
Medical Incident,94102,1:11
Medical Incident,94102,10:06
Medical Incident,94102,3:07
Medical Incident,94118,1:04
Structure Fire,94102,4:56
Medical Incident,94115,2:58
Medical Incident,94133,13:54
Medical Incident,94116,2:39
Medical Incident,94102,1:01
Medical Incident,94105,0:12
Medical Incident,94116,2:04
Medical Incident,94107,5:53
Medical Incident,94124,8:22
Medical Incident,94110,1:30
Medical Incident,94103,2:04
Alarms,94103,4:29
Medical Incident,94122,3:08
Medical Incident,94134,3:14
Medical Incident,94110,0:00
Outside Fire,94107,0:51
Medical Incident,94114,2:20
Outside Fire,94103,5:52
Medical Incident,94107,8:06
Traffic Collision,94103,1:22
Medical Incident,94109,3:36
Medical Incident,94117,4:02
Medical Incident,94122,1:28
Medical Incident,94114,2:06
Structure Fire,94127,2:53
Medical Incident,94103,0:46
Medical Incident,94122,0:12
Medical Incident,94114,3:07
Medical Incident,94124,3:10
Water Rescue,94129,0:46
Medical Incident,94102,2:13
Medical Incident,94102,1:38
Medical Incident,94116,3:22
Medical Incident,94109,1:10
Alarms,94108,1:50
Medical Incident,94117,1:43
Medical Incident,94103,2:24
Alarms,94105,1:28
Medical Incident,94124,2:56
Medical Incident,94102,1:51
Medical Incident,94102,2:16
Structure Fire,94134,1:47
